11
4 4 3
76 92 91 88
76 93 36 12
76 94 250 160
76 95 43 65
76 96 0 37
76 97 56 69
76 98 60 201
76 99 0 177
77 0 256 146
77 1 77 284
77 2 238 34
77 3 169 203
77 4 59 218
77 5 102 157
77 6 193 153
77 7 41 258
77 8 279 55
77 9 0 214
77 10 198 152
77 11 355 24
77 12 218 194
77 13 0 206
77 14 204 72
77 15 13 178
77 16 91 177
77 17 149 177
77 18 242 103
77 19 63 164
77 20 0 72
77 21 0 210
77 22 106 15
77 23 300 113
77 24 210 141
77 25 0 63
77 26 0 122
77 27 207 100
77 28 189 34
77 29 21 200
77 30 119 89
77 31 287 139
77 32 86 180
77 33 44 203
77 34 386 27
77 35 329 54
77 36 149 142
77 37 0 125
77 38 272 144
77 39 178 163
77 40 182 235
77 41 8 141
77 42 148 100
77 43 339 17
77 44 0 52
77 45 28 97
77 46 108 31
77 47 154 80
77 48 136 213
77 49 58 189
77 50 224 133
77 51 0 230
77 52 234 162
77 53 229 57
77 54 0 75
77 55 292 55
77 56 273 83
77 57 51 75
77 58 217 206
77 59 275 67
77 60 259 8
77 61 24 189
77 62 165 197
77 63 0 79
77 64 0 181
77 65 143 240
77 66 251 28
77 67 62 52
77 68 22 133
77 69 279 113
77 70 201 188
77 71 202 62
77 72 5 83
77 73 252 82
77 74 38 177
77 75 132 75
77 76 156 124
77 78 39 92
77 79 0 133
77 80 132 194
77 81 9 71
77 82 224 135
77 83 20 23
77 84 73 175
77 85 0 67
77 86 0 245
77 87 59 167
77 88 121 31
77 89 0 190
77 90 235 191
77 91 187 65
77 92 0 54
77 93 181 132
77 94 192 131
77 95 0 137
77 96 75 88
77 97 126 189
77 98 0 206
77 99 0 62
78 0 200 226
78 1 211 199
78 2 271 108
78 3 0 173
78 4 280 144
78 5 227 67
78 6 0 94
78 7 242 176
78 8 231 120
78 9 211 128
78 10 132 146
78 11 26 68
78 12 237 102
78 13 59 129
78 14 180 79
78 15 153 88
78 16 161 144
78 17 0 191
78 18 289 115
78 19 293 107
78 20 0 27
78 21 77 123
78 22 240 81
78 23 261 50
78 24 0 175
78 25 0 66
78 26 101 178
78 27 331 73
78 28 263 106
78 29 74 108
78 30 259 87
78 31 7 142
78 32 158 105
78 33 168 163
78 34 226 110
78 35 60 118
78 36 358 68
78 37 5 93
78 38 199 87
78 39 140 103
78 40 228 152
78 41 131 130
78 42 0 108
78 43 14 75
78 44 247 137
78 45 53 120
78 46 21 122
78 47 334 42
78 48 0 129
78 49 0 125
78 50 268 47
78 51 0 142
78 52 65 75
78 53 55 137
78 54 248 163
78 55 196 125
78 56 231 158
78 57 201 149
78 58 0 115
78 59 125 44
78 60 15 94
78 61 0 103
78 62 305 110
78 63 0 27
78 64 0 145
78 65 209 157
78 66 291 69
78 67 0 135
78 68 250 124
78 69 38 51
78 70 70 98
78 71 100 112
78 72 0 155
78 73 59 173
78 74 172 88
78 75 123 121
78 76 183 87
78 77 95 92
78 79 169 44
78 80 36 165
78 81 256 163
78 82 3 211
78 83 141 94
78 84 3 122
78 85 60 151
78 86 257 159
78 87 287 92
78 88 0 115
78 89 0 142
78 90 96 99
78 91 107 156
78 92 33 39
78 93 65 85
78 94 176 75
78 95 107 54
78 96 0 75
78 97 11 126
78 98 0 129
78 99 136 153
79 0 29 256
79 1 112 175
79 2 224 143
79 3 10 155
79 4 0 104
79 5 0 46
79 6 67 107
79 7 84 158
79 8 258 164
79 9 210 108
79 10 0 177
79 11 26 110
79 12 230 62
79 13 117 88
79 14 92 100
79 15 72 45
79 16 208 128
79 17 0 225
79 18 233 127
79 19 206 119
79 20 344 62
79 21 231 79
79 22 17 121
79 23 375 43
79 24 81 215
79 25 232 92
79 26 0 200
79 27 91 79
79 28 175 141
79 29 256 75
79 30 0 100
79 31 0 145
79 32 0 66
79 33 84 140
79 34 182 154
79 35 112 149
79 36 0 74
79 37 0 88
79 38 0 65
79 39 0 113
79 40 67 134
79 41 174 161
79 42 39 147
79 43 0 116
79 44 200 174
79 45 97 160
79 46 0 164
79 47 356 64
79 48 0 85
79 49 206 128
79 50 37 47
79 51 4 115
79 52 71 31
79 53 152 181
79 54 19 206
79 55 9 169
79 56 82 190
79 57 8 180
79 58 86 73
79 59 29 73
79 60 0 134
79 61 165 60
79 62 283 66
79 63 0 56
79 64 33 126
79 65 0 137
79 66 0 112
79 67 156 170
79 68 0 156
79 69 0 43
79 70 309 69
79 71 0 156
79 72 144 185
79 73 0 211
79 74 0 66
79 75 0 164
79 76 188 80
79 77 121 133
79 78 256 44
79 80 22 149
79 81 0 204
79 82 0 241
79 83 79 131
79 84 0 96
79 85 177 186
79 86 0 136
79 87 137 54
79 88 123 153
79 89 0 155
79 90 0 62
79 91 0 195
79 92 294 79
79 93 191 73
79 94 0 94
79 95 378 18
79 96 0 88
79 97 0 93
79 98 267 121
79 99 124 195
80 0 140 229
80 1 103 304
80 2 65 175
80 3 0 9
80 4 0 106
80 5 230 193
80 6 6 254
80 7 12 295
80 8 101 248
80 9 110 247
80 10 32 310
80 11 182 184
80 12 65 175
80 13 209 112
80 14 0 123
80 15 252 158
80 16 383 22
80 17 28 351
80 18 50 98
80 19 158 267
80 20 246 152
80 21 179 149
80 22 63 180
80 23 209 115
80 24 59 326
80 25 7 134
80 26 0 156
80 27 47 100
80 28 0 173
80 29 224 202
80 30 0 105
80 31 0 70
80 32 202 107
80 33 253 25
80 34 0 221
80 35 112 163
80 36 20 222
80 37 130 74
80 38 0 84
80 39 81 261
80 40 139 272
80 41 125 295
80 42 88 266
80 43 96 185
80 44 132 197
80 45 137 273
80 46 58 215
80 47 34 132
80 48 0 141
80 49 0 277
80 50 105 195
80 51 116 246
80 52 59 143
80 53 149 251
80 54 152 261
80 55 0 249
80 56 20 185
80 57 182 179
80 58 234 177
80 59 0 141
80 60 89 189
80 61 0 137
80 62 97 151
80 63 0 145
80 64 0 23
80 65 97 275
80 66 18 195
80 67 27 191
80 68 0 288
80 69 0 115
80 70 62 205
80 71 59 250
80 72 0 178
80 73 3 232
80 74 114 209
80 75 136 263
80 76 0 79
80 77 198 194
80 78 56 165
80 79 247 149
80 81 0 245
80 82 81 215
80 83 66 175
80 84 0 58
80 85 0 199
80 86 95 268
80 87 259 108
80 88 78 189
80 89 115 303
80 90 0 185
80 91 11 223
80 92 180 166
80 93 0 80
80 94 69 237
80 95 0 131
80 96 0 108
80 97 351 76
80 98 138 267
80 99 45 238
81 0 0 108
81 1 5 351
81 2 266 72
81 3 13 254
81 4 141 285
81 5 0 227
81 6 199 212
81 7 4 323
81 8 0 71
81 9 74 282
81 10 173 184
81 11 0 95
81 12 10 265
81 13 14 274
81 14 189 130
81 15 47 249
81 16 29 231
81 17 154 191
81 18 40 147
81 19 124 221
81 20 0 143
81 21 0 280
81 22 107 84
81 23 193 182
81 24 114 144
81 25 0 126
81 26 24 124
81 27 145 162
81 28 252 74
81 29 123 271
81 30 112 145
81 31 26 180
81 32 77 249
81 33 150 259
81 34 0 56
81 35 288 82
81 36 0 208
81 37 0 185
81 38 0 210
81 39 0 222
81 40 0 301
81 41 0 179
81 42 49 138
81 43 108 89
81 44 69 48
81 45 238 126
81 46 220 41
81 47 0 148
81 48 17 283
81 49 0 247
81 50 147 202
81 51 90 299
81 52 98 233
81 53 88 48
81 54 0 26
81 55 310 66
81 56 39 74
81 57 181 74
81 58 25 277
81 59 232 136
81 60 190 71
81 61 0 259
81 62 132 268
81 63 233 150
81 64 153 236
81 65 0 306
81 66 109 96
81 67 304 55
81 68 73 172
81 69 0 182
81 70 69 258
81 71 182 89
81 72 180 80
81 73 250 30
81 74 31 247
81 75 0 96
81 76 135 186
81 77 0 71
81 78 158 163
81 79 0 204
81 80 76 245
81 82 310 103
81 83 337 78
81 84 139 238
81 85 312 53
81 86 100 313
81 87 156 236
81 88 22 58
81 89 183 240
81 90 57 262
81 91 379 25
81 92 0 126
81 93 53 195
81 94 82 192
81 95 30 207
81 96 0 149
81 97 170 254
81 98 57 269
81 99 0 10
82 0 0 16
82 1 0 411
82 2 154 106
82 3 53 222
82 4 50 290
82 5 0 278
82 6 53 287
82 7 0 387
82 8 192 166
82 9 44 340
82 10 66 279
82 11 221 154
82 12 13 302
82 13 17 284
82 14 276 143
82 15 0 282
82 16 188 209
82 17 24 293
82 18 151 130
82 19 0 299
82 20 81 185
82 21 43 304
82 22 0 137
82 23 148 204
82 24 0 247
82 25 192 149
82 26 153 58
82 27 91 172
82 28 192 107
82 29 74 316
82 30 185 148
82 31 194 146
82 32 104 262
82 33 0 236
82 34 137 140
82 35 243 94
82 36 112 273
82 37 0 183
82 38 0 217
82 39 8 297
82 40 0 363
82 41 0 271
82 42 106 229
82 43 0 147
82 44 0 83
82 45 106 221
82 46 185 118
82 47 173 178
82 48 83 303
82 49 66 323
82 50 146 258
82 51 61 353
82 52 33 264
82 53 216 147
82 54 90 129
82 55 0 162
82 56 40 54
82 57 0 63
82 58 88 312
82 59 25 169
82 60 281 128
82 61 33 282
82 62 10 295
82 63 0 188
82 64 126 215
82 65 20 368
82 66 179 162
82 67 0 82
82 68 112 264
82 69 171 204
82 70 0 307
82 71 207 182
82 72 0 56
82 73 160 73
82 74 78 300
82 75 0 192
82 76 14 188
82 77 0 135
82 78 51 211
82 79 110 241
82 80 33 215
82 81 60 103
82 83 301 120
82 84 59 232
82 85 194 68
82 86 0 370
82 87 0 252
82 88 126 104
82 89 26 324
82 90 80 303
82 91 36 83
82 92 13 174
82 93 0 199
82 94 101 265
82 95 120 236
82 96 15 158
82 97 159 254
82 98 54 337
82 99 312 106
83 0 187 133
83 1 0 292
83 2 0 14
83 3 21 184
83 4 170 207
83 5 0 161
83 6 258 167
83 7 38 267
83 8 199 77
83 9 42 221
83 10 164 174
83 11 355 34
83 12 0 193
83 13 176 196
83 14 139 54
83 15 67 176
83 16 153 158
83 17 22 200
83 18 190 80
83 19 190 179
83 20 10 70
83 21 35 204
83 22 349 17
83 23 299 104
83 24 120 164
83 25 0 48
83 26 20 101
83 27 0 85
83 28 85 13
83 29 0 202
83 30 0 70
83 31 0 117
83 32 45 171
83 33 176 185
83 34 0 48
83 35 28 32
83 36 0 153
83 37 139 109
83 38 0 132
83 39 64 177
83 40 117 244
83 41 50 162
83 42 0 122
83 43 146 28
83 44 48 43
83 45 0 120
83 46 313 41
83 47 222 71
83 48 215 207
83 49 161 203
83 50 121 139
83 51 37 236
83 52 109 159
83 53 273 76
83 54 111 88
83 55 286 78
83 56 202 67
83 57 0 58
83 58 78 205
83 59 359 59
83 60 94 16
83 61 97 183
83 62 68 193
83 63 188 76
83 64 149 163
83 65 0 249
83 66 317 44
83 67 221 40
83 68 103 155
83 69 229 105
83 70 0 192
83 71 244 86
83 72 348 66
83 73 126 80
83 74 141 183
83 75 218 99
83 76 0 109
83 77 118 23
83 78 293 94
83 79 267 131
83 80 238 175
83 81 328 78
83 82 58 120
83 84 33 161
83 85 311 56
83 86 0 252
83 87 100 159
83 88 253 21
83 89 81 207
83 90 0 192
83 91 0 64
83 92 0 56
83 93 0 118
83 94 0 145
83 95 278 132
83 96 338 72
83 97 0 177
83 98 143 216
83 99 114 69
84 0 0 248
84 1 129 246
84 2 53 166
84 3 90 62
84 4 57 59
84 5 0 138
84 6 200 203
84 7 0 237
84 8 176 224
84 9 61 189
84 10 74 267
84 11 233 159
84 12 13 117
84 13 74 59
84 14 242 108
84 15 108 100
84 16 235 41
84 17 0 312
84 18 106 102
84 19 176 215
84 20 159 117
84 21 154 93
84 22 174 161
84 23 32 73
84 24 131 294
84 25 37 113
84 26 61 177
84 27 26 76
84 28 46 164
84 29 10 144
84 30 58 93
84 31 61 93
84 32 297 49
84 33 0 44
84 34 134 202
84 35 0 160
84 36 0 170
84 37 258 53
84 38 223 35
84 39 174 209
84 40 154 215
84 41 0 252
84 42 104 229
84 43 191 162
84 44 219 194
84 45 19 239
84 46 210 202
84 47 0 100
84 48 202 86
84 49 201 223
84 50 172 143
84 51 0 188
84 52 137 86
84 53 39 232
84 54 26 249
84 55 154 227
84 56 157 192
84 57 59 184
84 58 187 119
84 59 0 112
84 60 122 172
84 61 115 79
84 62 0 93
84 63 37 109
84 64 0 36
84 65 17 217
84 66 198 168
84 67 125 188
84 68 47 246
84 69 0 72
84 70 274 147
84 71 144 222
84 72 234 185
84 73 168 232
84 74 51 152
84 75 161 234
84 76 222 52
84 77 116 175
84 78 157 122
84 79 235 96
84 80 171 58
84 81 124 238
84 82 131 232
84 83 34 161
84 85 223 199
84 86 0 210
84 87 281 50
84 88 201 179
84 89 99 251
84 90 255 127
84 91 0 219
84 92 0 134
84 93 61 44
84 94 0 189
84 95 317 78
84 96 0 89
84 97 400 23
84 98 80 211
84 99 62 229
85 0 0 79
85 1 72 348
85 2 281 43
85 3 62 207
85 4 0 252
85 5 0 218
85 6 0 220
85 7 0 323
85 8 325 101
85 9 0 278
85 10 160 213
85 11 0 88
85 12 151 248
85 13 93 243
85 14 0 95
85 15 3 229
85 16 190 186
85 17 128 230
85 18 225 101
85 19 139 232
85 20 73 125
85 21 112 256
85 22 108 71
85 23 171 154
85 24 0 186
85 25 16 96
85 26 97 72
85 27 3 128
85 28 23 45
85 29 49 258
85 30 40 106
85 31 0 131
85 32 124 219
85 33 50 215
85 34 334 73
85 35 0 40
85 36 200 208
85 37 197 146
85 38 32 176
85 39 72 230
85 40 39 300
85 41 110 204
85 42 252 162
85 43 79 81
85 44 100 16
85 45 250 155
85 46 128 51
85 47 245 124
85 48 73 257
85 49 35 256
85 50 0 196
85 51 112 292
85 52 18 212
85 53 18 86
85 54 49 77
85 55 0 98
85 56 0 22
85 57 51 22
85 58 153 259
85 59 0 113
85 60 64 61
85 61 128 234
85 62 23 245
85 63 181 130
85 64 33 192
85 65 0 305
85 66 275 95
85 67 87 16
85 68 9 196
85 69 212 155
85 70 178 248
85 71 225 116
85 72 0 28
85 73 53 34
85 74 66 239
85 75 190 127
85 76 164 149
85 77 311 67
85 78 0 151
85 79 40 186
85 80 174 199
85 81 0 53
85 82 0 68
85 83 0 56
85 84 118 199
85 86 96 309
85 87 127 207
85 88 243 37
85 89 78 257
85 90 149 247
85 91 189 28
85 92 0 112
85 93 0 159
85 94 165 199
85 95 195 184
85 96 57 113
85 97 0 218
85 98 34 272
85 99 315 50
86 0 20 385
86 1 306 40
86 2 0 266
86 3 0 271
86 4 0 179
86 5 167 93
86 6 216 112
86 7 127 29
86 8 22 252
86 9 71 31
86 10 175 194
86 11 24 222
86 12 190 93
86 13 22 165
86 14 25 233
86 15 276 111
86 16 131 249
86 17 85 242
86 18 0 263
86 19 0 110
86 20 13 186
86 21 221 126
86 22 78 238
86 23 139 178
86 24 95 259
86 25 0 223
86 26 33 334
86 27 0 214
86 28 34 264
86 29 0 66
86 30 191 236
86 31 112 279
86 32 209 162
86 33 146 251
86 34 68 256
86 35 56 277
86 36 15 105
86 37 0 221
86 38 120 191
86 39 31 106
86 40 0 19
86 41 208 183
86 42 185 200
86 43 0 229
86 44 0 294
86 45 158 218
86 46 0 273
86 47 173 195
86 48 22 137
86 49 0 89
86 50 218 113
86 51 337 22
86 52 249 127
86 53 58 275
86 54 0 305
86 55 28 258
86 56 0 317
86 57 110 308
86 58 0 94
86 59 0 202
86 60 35 249
86 61 10 132
86 62 278 120
86 63 186 183
86 64 107 246
86 65 0 15
86 66 76 218
86 67 92 293
86 68 165 184
86 69 73 179
86 70 282 67
86 71 0 237
86 72 65 314
86 73 11 327
86 74 15 71
86 75 149 239
86 76 14 213
86 77 26 245
86 78 0 159
86 79 0 136
86 80 139 268
86 81 25 313
86 82 53 370
86 83 132 252
86 84 118 210
86 85 0 309
86 87 228 160
86 88 90 272
86 89 0 124
86 90 36 83
86 91 0 311
86 92 0 197
86 93 0 204
86 94 82 126
86 95 237 148
86 96 110 223
86 97 0 195
86 98 0 55
86 99 72 303
87 0 66 268
87 1 96 196
87 2 7 168
87 3 0 112
87 4 33 53
87 5 0 90
87 6 0 159
87 7 0 187
87 8 0 208
87 9 92 138
87 10 178 231
87 11 0 147
87 12 0 68
87 13 5 39
87 14 102 113
87 15 0 49
87 16 0 89
87 17 61 279
87 18 0 124
87 19 0 170
87 20 287 98
87 21 80 52
87 22 272 153
87 23 0 55
87 24 39 267
87 25 151 112
87 26 91 202
87 27 167 81
87 28 235 165
87 29 0 94
87 30 251 105
87 31 35 128
87 32 113 13
87 33 88 94
87 34 163 192
87 35 0 167
87 36 282 126
87 37 0 72
87 38 174 37
87 39 246 164
87 40 74 164
87 41 34 215
87 42 112 199
87 43 12 151
87 44 63 198
87 45 51 211
87 46 165 197
87 47 116 88
87 48 0 51
87 49 0 176
87 50 127 100
87 51 0 138
87 52 224 36
87 53 13 221
87 54 97 242
87 55 55 211
87 56 87 205
87 57 41 196
87 58 222 71
87 59 0 101
87 60 152 166
87 61 318 33
87 62 58 47
87 63 0 89
87 64 84 86
87 65 31 166
87 66 222 152
87 67 0 193
87 68 203 210
87 69 365 54
87 70 82 97
87 71 175 202
87 72 200 199
87 73 89 237
87 74 179 103
87 75 213 212
87 76 0 66
87 77 0 167
87 78 166 92
87 79 268 54
87 80 191 108
87 81 59 236
87 82 55 252
87 83 0 159
87 84 243 50
87 85 97 207
87 86 43 160
87 88 177 179
87 89 78 206
87 90 0 77
87 91 0 222
87 92 270 117
87 93 140 54
87 94 0 147
87 95 249 38
87 96 227 95
87 97 255 40
87 98 0 161
87 99 199 227
88 0 232 116
88 1 0 312
88 2 44 13
88 3 151 198
88 4 0 227
88 5 0 182
88 6 89 183
88 7 0 286
88 8 119 75
88 9 0 241
88 10 0 181
88 11 346 51
88 12 39 214
88 13 75 217
88 14 0 72
88 15 73 197
88 16 190 173
88 17 151 203
88 18 295 92
88 19 187 195
88 20 0 91
88 21 0 226
88 22 246 34
88 23 9 125
88 24 199 163
88 25 298 68
88 26 279 94
88 27 150 104
88 28 134 16
88 29 101 223
88 30 270 87
88 31 82 127
88 32 97 192
88 33 146 201
88 34 139 44
88 35 322 30
88 36 0 171
88 37 119 127
88 38 0 152
88 39 108 193
88 40 0 263
88 41 178 171
88 42 0 129
88 43 0 44
88 44 228 22
88 45 132 124
88 46 0 28
88 47 249 93
88 48 181 228
88 49 131 219
88 50 0 159
88 51 154 256
88 52 0 180
88 53 21 67
88 54 307 73
88 55 234 73
88 56 139 52
88 57 301 45
88 58 119 226
88 59 35 81
88 60 295 24
88 61 53 204
88 62 50 214
88 63 0 97
88 64 0 178
88 65 142 268
88 66 0 58
88 67 128 22
88 68 56 163
88 69 0 126
88 70 128 213
88 71 141 87
88 72 199 53
88 73 238 59
88 74 62 203
88 75 247 99
88 76 17 128
88 77 179 31
88 78 0 115
88 79 220 153
88 80 156 189
88 81 82 58
88 82 236 104
88 83 69 21
88 84 63 179
88 85 120 37
88 86 0 272
88 87 10 179
88 89 0 220
88 90 20 213
88 91 32 43
88 92 18 76
88 93 0 137
88 94 0 161
88 95 253 153
88 96 0 90
88 97 0 196
88 98 0 234
88 99 242 50
89 0 4 335
89 1 15 147
89 2 0 221
89 3 52 309
89 4 36 248
89 5 73 118
89 6 341 49
89 7 0 115
89 8 248 170
89 9 295 107
89 10 0 76
89 11 167 173
89 12 87 163
89 13 76 231
89 14 117 216
89 15 59 167
89 16 0 281
89 17 14 119
89 18 117 255
89 19 149 36
89 20 4 165
89 21 73 203
89 22 141 190
89 23 123 188
89 24 168 146
89 25 224 202
89 26 91 306
89 27 194 215
89 28 33 220
89 29 188 141
89 30 164 227
89 31 36 284
89 32 135 215
89 33 0 295
89 34 197 188
89 35 85 238
89 36 156 81
89 37 16 234
89 38 16 220
89 39 7 42
89 40 31 105
89 41 222 70
89 42 262 104
89 43 0 179
89 44 96 241
89 45 106 120
89 46 0 209
89 47 64 184
89 48 200 214
89 49 218 38
89 50 215 108
89 51 55 128
89 52 218 172
89 53 207 194
89 54 0 224
89 55 140 176
89 56 112 272
89 57 22 264
89 58 195 173
89 59 50 182
89 60 138 196
89 61 0 195
89 62 0 190
89 63 177 168
89 64 123 281
89 65 226 110
89 66 3 163
89 67 181 242
89 68 0 75
89 69 12 189
89 70 44 128
89 71 0 152
89 72 0 272
89 73 132 263
89 74 0 113
89 75 0 148
89 76 147 227
89 77 220 190
89 78 207 142
89 79 169 155
89 80 55 303
89 81 158 240
89 82 20 324
89 83 143 207
89 84 145 251
89 85 80 257
89 86 44 124
89 87 0 206
89 88 78 220
89 90 147 151
89 91 20 248
89 92 123 163
89 93 42 224
89 94 31 68
89 95 106 174
89 96 207 216
89 97 108 247
89 98 238 71
89 99 192 232
90 0 98 318
90 1 0 121
90 2 13 204
90 3 236 188
90 4 10 102
90 5 16 43
90 6 282 112
90 7 134 110
90 8 0 214
90 9 30 63
90 10 101 197
90 11 20 167
90 12 362 12
90 13 286 86
90 14 206 161
90 15 223 27
90 16 114 166
90 17 150 248
90 18 0 186
90 19 218 120
90 20 182 122
90 21 0 52
90 22 98 180
90 23 8 101
90 24 165 250
90 25 180 154
90 26 0 261
90 27 24 137
90 28 34 202
90 29 0 17
90 30 0 160
90 31 58 198
90 32 105 79
90 33 0 169
90 34 0 209
90 35 50 211
90 36 215 83
90 37 268 140
90 38 112 108
90 39 67 113
90 40 72 88
90 41 0 183
90 42 0 181
90 43 0 174
90 44 0 235
90 45 212 198
90 46 0 222
90 47 256 125
90 48 339 64
90 49 85 115
90 50 40 69
90 51 95 61
90 52 167 45
90 53 5 234
90 54 0 261
90 55 16 220
90 56 0 251
90 57 85 242
90 58 171 23
90 59 126 135
90 60 182 193
90 61 322 51
90 62 0 41
90 63 120 117
90 64 28 163
90 65 0 90
90 66 112 167
90 67 35 231
90 68 241 180
90 69 222 101
90 70 326 24
90 71 219 203
90 72 93 247
90 73 0 271
90 74 0 38
90 75 0 209
90 76 177 132
90 77 51 191
90 78 0 99
90 79 323 62
90 80 194 185
90 81 0 262
90 82 88 303
90 83 0 192
90 84 139 127
90 85 100 247
90 86 104 83
90 87 242 77
90 88 13 213
90 89 209 151
90 91 107 255
90 92 215 137
90 93 0 122
90 94 99 111
90 95 202 69
90 96 254 148
90 97 191 113
90 98 144 92
90 99 111 253
91 0 132 91
91 1 0 350
91 2 345 54
91 3 187 232
91 4 43 269
91 5 104 222
91 6 101 215
91 7 89 323
91 8 80 83
91 9 104 280
91 10 49 198
91 11 156 89
91 12 72 257
91 13 79 259
91 14 0 112
91 15 0 239
91 16 148 210
91 17 215 209
91 18 0 125
91 19 132 226
91 20 0 133
91 21 86 269
91 22 232 75
91 23 22 168
91 24 17 164
91 25 198 110
91 26 261 99
91 27 270 145
91 28 0 57
91 29 153 264
91 30 67 126
91 31 0 156
91 32 46 234
91 33 61 238
91 34 335 60
91 35 310 61
91 36 0 207
91 37 55 166
91 38 214 194
91 39 49 225
91 40 0 300
91 41 66 190
91 42 131 148
91 43 208 82
91 44 0 26
91 45 116 139
91 46 163 39
91 47 31 135
91 48 122 271
91 49 0 251
91 50 11 198
91 51 23 296
91 52 51 223
91 53 51 64
91 54 238 50
91 55 87 79
91 56 0 49
91 57 98 49
91 58 141 268
91 59 294 124
91 60 277 62
91 61 171 247
91 62 154 257
91 63 222 140
91 64 150 215
91 65 29 305
91 66 333 93
91 67 383 33
91 68 0 183
91 69 48 168
91 70 77 253
91 71 0 100
91 72 369 55
91 73 302 17
91 74 86 243
91 75 0 110
91 76 127 168
91 77 0 65
91 78 0 156
91 79 47 195
91 80 177 223
91 81 121 25
91 82 0 83
91 83 81 64
91 84 82 219
91 85 111 28
91 86 85 311
91 87 64 222
91 88 237 43
91 89 82 248
91 90 83 255
91 92 154 117
91 93 217 178
91 94 213 194
91 95 224 196
91 96 214 131
91 97 176 237
91 98 0 270
91 99 367 24
92 0 54 188
92 1 29 237
92 2 259 70
92 3 0 174
92 4 0 169
92 5 257 106
92 6 280 118
92 7 13 212
92 8 147 91
92 9 241 166
92 10 0 148
92 11 0 31
92 12 63 140
92 13 0 155
92 14 214 55
92 15 237 124
92 16 0 145
92 17 84 186
92 18 64 94
92 19 202 131
92 20 14 19
92 21 39 156
92 22 191 43
92 23 36 64
92 24 0 161
92 25 315 40
92 26 143 145
92 27 168 66
92 28 23 68
92 29 0 147
92 30 27 68
92 31 214 127
92 32 4 130
92 33 127 169
92 34 0 76
92 35 330 81
92 36 249 99
92 37 107 91
92 38 97 100
92 39 83 128
92 40 128 188
92 41 86 134
92 42 74 101
92 43 280 37
92 44 0 98
92 45 273 108
92 46 211 85
92 47 218 34
92 48 0 160
92 49 0 153
92 50 0 84
92 51 96 180
92 52 277 108
92 53 0 104
92 54 154 128
92 55 321 95
92 56 194 121
92 57 164 111
92 58 183 152
92 59 25 24
92 60 291 56
92 61 275 135
92 62 0 144
92 63 283 27
92 64 12 148
92 65 56 193
92 66 0 35
92 67 143 96
92 68 0 126
92 69 37 64
92 70 145 136
92 71 332 88
92 72 217 118
92 73 0 134
92 74 0 127
92 75 0 100
92 76 151 88
92 77 364 54
92 78 17 39
92 79 309 79
92 80 0 166
92 81 113 126
92 82 119 174
92 83 307 56
92 84 39 134
92 85 308 112
92 86 0 197
92 87 92 117
92 88 82 76
92 89 60 163
92 90 24 137
92 91 0 117
92 93 253 91
92 94 316 97
92 95 206 83
92 96 327 60
92 97 126 144
92 98 0 163
92 99 241 116
93 0 97 215
93 1 71 243
93 2 0 124
93 3 152 87
93 4 0 92
93 5 289 119
93 6 36 174
93 7 36 228
93 8 0 180
93 9 28 178
93 10 61 230
93 11 87 116
93 12 0 116
93 13 0 85
93 14 224 65
93 15 247 96
93 16 144 59
93 17 58 273
93 18 78 70
93 19 0 188
93 20 326 75
93 21 53 107
93 22 264 117
93 23 204 35
93 24 6 252
93 25 171 70
93 26 8 148
93 27 356 33
93 28 0 121
93 29 118 139
93 30 201 53
93 31 0 76
93 32 205 63
93 33 95 78
93 34 63 158
93 35 0 119
93 36 216 143
93 37 259 18
93 38 206 18
93 39 177 182
93 40 129 204
93 41 0 215
93 42 98 189
93 43 255 118
93 44 194 152
93 45 0 198
93 46 167 159
93 47 53 57
93 48 207 104
93 49 0 200
93 50 172 117
93 51 195 183
93 52 104 78
93 53 25 189
93 54 28 206
93 55 211 183
93 56 0 155
93 57 0 146
93 58 71 123
93 59 144 68
93 60 0 129
93 61 16 87
93 62 160 101
93 63 228 67
93 64 309 59
93 65 0 208
93 66 0 125
93 67 0 147
93 68 162 209
93 69 222 35
93 70 53 137
93 71 56 179
93 72 159 149
93 73 0 191
93 74 57 138
93 75 212 191
93 76 0 12
93 77 186 132
93 78 306 85
93 79 96 73
93 80 0 80
93 81 155 195
93 82 179 199
93 83 157 118
93 84 276 44
93 85 204 159
93 86 175 204
93 87 0 54
93 88 179 137
93 89 0 224
93 90 180 122
93 91 127 178
93 92 0 91
93 94 5 157
93 95 271 57
93 96 301 47
93 97 201 59
93 98 0 194
93 99 35 186
94 0 125 278
94 1 20 161
94 2 207 159
94 3 46 244
94 4 216 195
94 5 282 69
94 6 283 22
94 7 282 132
94 8 0 128
94 9 224 97
94 10 196 87
94 11 0 111
94 12 0 120
94 13 128 178
94 14 122 149
94 15 241 118
94 16 0 216
94 17 156 138
94 18 85 187
94 19 299 35
94 20 204 97
94 21 139 156
94 22 0 129
94 23 0 122
94 24 0 141
94 25 0 135
94 26 26 242
94 27 81 147
94 28 0 158
94 29 170 108
94 30 251 159
94 31 14 216
94 32 156 158
94 33 78 232
94 34 194 136
94 35 44 175
94 36 343 28
94 37 66 167
94 38 250 155
94 39 105 32
94 40 47 111
94 41 186 72
94 42 272 76
94 43 0 118
94 44 139 183
94 45 0 93
94 46 232 156
94 47 0 116
94 48 160 166
94 49 132 58
94 50 219 48
94 51 49 118
94 52 160 116
94 53 208 151
94 54 141 181
94 55 45 133
94 56 0 212
94 57 223 203
